bookID,title,authors,average_rating,isbn,language_code,# num_pages,ratings_count,text_reviews_count,prices
9653,If on a Winter's Night a Traveler,Italo Calvino-William Weaver-Peter Washington,4.06,679420258,eng,254,1412,176,135.64
9654,Fear of Flying,Erica Jong,3.45,451209435,eng,461,14403,1158,204.92
9657,Parachutes & Kisses,Erica Jong,3.47,1585425001,eng,405,563,26,233.71
9659,Fear of Fifty: A Midlife Memoir,Erica Jong,3.56,1585425249,eng,329,445,30,266.6
9660,How to Save Your Own Life: An Isadora Wing Novel,Erica Jong-Anthony Burgess,3.6,1585424994,eng,313,1296,79,141.36
9666,Any Woman's Blues,Erica Jong,3.51,1585425494,eng,362,422,27,184.8
9669,What Do Women Want?: Essays by Erica Jong,Erica Jong,3.69,1585425540,eng,309,160,9,126.32
9677,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,3.79,393324354,eng,512,943,70,81.04
9681,Serenissima aka Shylock's Daughter,Erica Jong,3.26,440201047,eng,384,271,17,24.93
9696,Dogeaters,Jessica Hagedorn,3.58,1559362154,eng,96,89,8,128.25
9699,Crescent Moon  Vol. 6 (Crescent Moon #6),Haruko Iida,4.22,1591829534,eng,169,270,11,177
9704,Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,3.83,374528667,eng,272,784,116,163.61
9712,Love in the Time of Cholera,Gabriel García Márquez-Edith Grossman,3.9,140003468X,eng,348,310177,12732,292.49
9713,El amor en los tiempos del cólera,Gabriel García Márquez,3.9,9500703203,spa,451,647,46,265.53
9714,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Thomas Fahy,4.23,826414753,eng,188,1729,89,121.13
9717,The Unbearable Lightness of Being,Milan Kundera-Michael Henry Heim,4.09,571224385,eng,320,233448,7827,45.05
9723,Obasan,Joy Kogawa,3.63,385468865,eng,320,5137,340,107.89
9735,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,4.49,765344955,en-US,1296,1755,60,266.58
9737,Ender's Game (Ender's Saga  #1),Orson Scott Card,4.3,765317389,eng,226,1321,214,119.84
9739,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.06,812532570,eng,432,309,29,68.71
9740,Ender's Game (Ender's Saga  #1),Orson Scott Card,4.3,739464736,eng,261,104,10,99.22
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.73,307237699,en-US,375,121607,4379,269.73
9754,The Art of War,Mao Zedong,4.25,097607267X,eng,328,55,0,283.77
9755,Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,4.16,60826584,eng,512,5012,471,289.55
9763,Wild Swans: Three Daughters of China,Jung Chang,4.25,7176155,eng,666,1758,208,280.79
9764,Wild Swan (Wild Swan Trilogy  #1),Celeste De Blasis,4.36,553249371,eng,687,848,57,173.4
9767,The Wild Swans,Peg Kerr,3.66,446608475,eng,464,336,32,137.07
9771,An Ordinary Person's Guide to Empire,Arundhati Roy,3.99,896087271,eng,200,1662,115,277.07
9777,The God of Small Things,Arundhati Roy,3.93,679457313,eng,340,190147,9326,214.08
9784,Women in Love (Brangwen Family  #2),D.H. Lawrence,3.66,486424588,eng,416,23892,673,268.06
9786,Women Who Love Too Much,Robin Norwood,4,99474123,eng,314,239,26,189.62
9787,Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why,Susan Forward-Joan Torres,4.09,553381415,eng,304,1499,61,276.55
9789,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,767902521,eng,284,4143,508,131.73
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,307279464,eng,397,291489,14358,33.08
9796,A Walk in the Woods (Stickerific),Walt Disney Company,3.5,736411038,eng,16,8,0,221.53
9799,The Fortress of Solitude,Jonathan Lethem,3.88,571219357,eng,528,16394,995,200.59
9802,Fortress of Solitude / The Devil Genghis,Kenneth Robeson-Lester Dent,4.01,1932806490,eng,128,93,11,208.08
9806,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,Italo Calvino,4.26,330261568,eng,393,912,53,250.39
9808,Cosmicomics,Italo Calvino-Burkhart Kroeber,4.2,3446151524,ger,417,41,7,88.19
9809,Invisible Cities,Italo Calvino-William Weaver,4.17,156453800,eng,165,39058,2467,43.31
9810,The Watcher and Other Stories,Italo Calvino-William Weaver-Archibald Colquhoun,3.72,156949520,eng,181,432,19,159.36
9811,Difficult Loves,Italo Calvino,3.93,156260557,en-US,300,3874,185,73.88
9812,Six Memos For The Next Millennium,Italo Calvino,4.23,99730510,eng,128,2887,166,188.83
9813,The Nonexistent Knight & The Cloven Viscount,Italo Calvino,4.03,156659751,en-US,272,4585,177,276.96
9815,The View from Castle Rock,Alice Munro,3.69,1400042828,eng,349,3341,402,170.46
9816,The View From Castle Rock,Alice Munro,3.69,771065264,eng,368,53,12,56.21
9817,Ten Days in the Hills,Jane Smiley,2.51,1400040612,eng,450,1476,325,34.69
9819,Huérfanos de Brooklyn,Jonathan Lethem,3.91,849793296X,spa,368,37,5,280.37
9820,Crossing to Safety,Wallace Stegner-Terry Tempest Williams-T.H. Watkins,4.16,037575931X,eng,368,29642,4007,247.41
9826,Oh Rats! The Story of Rats and People,Albert Marrin-C.B. Mordan,3.75,525477624,eng,48,403,83,138.01
9827,King Rat (Asian Saga  #4),James Clavell,4.13,385333765,eng,368,27166,603,20.95
9828,Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,"John ""Red"" Shea-Mark Wahlberg",3.51,60837160,eng,304,34,3,297.45
9831,Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,4.34,375700986,eng,120,167,15,103.78
9832,Blind Willow  Sleeping Woman: 24 Stories,Haruki Murakami-Ellen Archer-Patrick Lawlor,3.84,1400102952,eng,0,28,3,92.01
9833,Blind Willow  Sleeping Woman,Haruki Murakami-Philip Gabriel-Jay Rubin,3.84,1400044618,eng,333,21822,1222,134.76
9834,The Crying of Lot 49,Thomas Pynchon,3.7,055313888X,eng,138,57,6,117.29
9838,The Bookseller of Kabul,Åsne Seierstad-Ingrid Christopherson,3.77,316159417,en-US,288,33499,2409,269.45
9839,Reading Lolita In Tehran - A Memoir In Books,Azar Nafisi,3.6,965470806,en-US,347,264,50,140.54
9840,Jasmine and Stars: Reading More Than Lolita in Tehran,Fatemeh Keshavarz,3.63,807831093,en-US,174,252,46,127.47
9841,Making Globalization Work,Joseph E. Stiglitz,3.85,393061221,eng,384,1656,85,250.34
9844,Prep,Curtis Sittenfeld,3.38,081297235X,eng,420,53961,4368,73.91
9862,Tan fuerte  tan cerca,Jonathan Safran Foer,3.98,8426415164,eng,457,45,1,127.9
9864,The Ground Beneath Her Feet,Salman Rushdie,3.78,312254997,eng,576,9217,475,222.48
9865,The Moor's Last Sigh,Salman Rushdie,3.92,009959241X,eng,434,10167,433,32.42
9866,Los Versos Satánicos,Salman Rushdie,3.71,8497598369,spa,679,1,0,73.06
9868,East  West,Salman Rushdie,3.56,99533014,eng,224,4616,256,291.78
9873,Dangling Man,Saul Bellow-Salman Rushdie,3.53,140189351,eng,191,1639,99,278.81
9875,Grimus,Salman Rushdie,3.4,812969995,eng,320,2479,147,190.08
9888,Breakfast at Tiffany's,Truman Capote,3.89,140274111,eng,157,1985,222,32.26
9897,Jesus' Son,Denis Johnson,4.13,041377242X,eng,192,321,34,148.27
9903,Angels,Denis Johnson,3.85,99440830,eng,209,3216,211,227.76
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,4.16,60926961,eng,240,556,33,195.55
9906,Resuscitation of a Hanged Man,Denis Johnson,3.69,413772322,eng,272,958,46,196.37
9908,The Stars at Noon,Denis Johnson,3.59,60976101,eng,192,566,37,142.11
9910,The Name of the World,Denis Johnson,3.51,413771601,eng,129,1571,134,37.95
9912,The Rules of Attraction,Bret Easton Ellis,3.7,067978148X,eng,283,32277,938,131.65
9913,Glamorama,Bret Easton Ellis,3.47,375703845,eng,546,16691,655,45.51
9914,The Informers,Bret Easton Ellis,3.38,330339184,eng,240,14407,323,126.37
9915,Less Than Zero,Bret Easton Ellis,3.58,679781498,eng,208,51555,2434,69.93
9918,Die Informanten,Bret Easton Ellis,3.38,3462030531,ger,257,24,2,78.36
9919,A Christmas Memory,Truman Capote,4.24,375837892,eng,48,9166,742,26.52
9920,In Cold Blood,Truman Capote-Bob Colacello,4.07,375507906,eng,343,3165,318,175.59
9921,The Southern Haunting of Truman Capote,James C.    Simmons-Marie Rudisill,3.96,1581821360,eng,135,25,3,112.08
9922,Summer Crossing,Truman Capote,3.44,812975936,eng,142,5028,409,218.5
9923,Answered Prayers,Truman Capote,3.48,141185937,eng,192,92,15,167.09
9924,The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,679745572,eng,272,4451,187,291.21
9929,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,Rudolph R. Windsor-El Hagahn,4.31,962088110,eng,151,359,27,262.87
9931,Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,3.95,792274571,eng,320,525,65,196.22
9936,Between Time and Timbuktu or Prometheus-5,Kurt Vonnegut,3.45,385280793,eng,304,702,21,130.27
9950,Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,Ian Buruma,3.72,1594201080,eng,288,965,96,263.35
9952,Atonement,Ian McEwan,3.89,965404560,eng,351,163,15,211.55
9956,Atonement,Ian McEwan,3.89,385503954,en-US,351,1539,207,71.41
9957,The Cement Garden,Ian McEwan,3.56,99468387,eng,144,16711,982,124.26
9958,The Daydreamer,Ian McEwan-Anthony Browne,3.7,99470713,eng,192,2412,196,51.74
9961,Atonement,Ian McEwan,3.89,99429799,eng,372,4537,467,84.57
9964,Erläuterungen zu Hermann Hesse  Narziß und Goldmund,Maria-Felicitas Herforth,4.5,3804417353,ger,92,2,0,203.49
9974,Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great-Gertrud Jaron Lewis,3.2,879074493,eng,165,5,0,231.07
9975,Gertrud,Hermann Hesse,3.85,3518373900,ger,180,96,2,133.51
9978,Der Prozeß,Franz Kafka,3.98,3423026448,ger,309,65,1,118.12
9981,Der Prozess,Franz Kafka,3.98,805232117,ger,0,2,0,86.88
9987,Naokos Lächeln,Haruki Murakami-Ursula Gräfe,4.03,3442730503,ger,416,1065,56,36.05
9990,Die unerträgliche Leichtigkeit des Seins,Milan Kundera,4.09,3596505224,ger,301,18,2,146.12
9991,Die Langsamkeit,Milan Kundera,3.66,3596130883,ger,150,51,2,221.23
9992,Die Unsterblichkeit,Milan Kundera,4.13,3596106729,ger,415,104,4,141.84
9993,Die Unwissenheit,Milan Kundera,3.77,3596151287,ger,179,54,1,22.04
9997,The Ruined Map,Kōbō Abe-E. Dale Saunders,3.56,375726527,eng,304,1330,96,260.02
9998,The Woman in the Dunes,Kōbō Abe-E. Dale Saunders,3.91,679733787,eng,241,13984,899,115.47
9999,The Box Man,Kōbō Abe-E. Dale Saunders,3.65,375726519,eng,178,3293,246,64.09
10000,The Face of Another,Kōbō Abe-E. Dale Saunders,3.77,375726535,eng,238,2416,137,184.05
10002,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,Kōbō Abe-Donald Keene,3.91,231082819,eng,233,76,4,139.15
10003,Friends,Kōbō Abe-Donald Keane,3.65,4805302380,eng,94,95,7,118.76
10004,Secret Rendezvous,Kōbō Abe-Juliet Winters Carpenter,3.62,375726543,eng,192,946,80,247.9
10006,Oracle Night,Paul Auster,3.78,965913228,eng,245,9669,448,209.21
10008,Eleanor Rigby,Douglas Coupland,3.65,1582346437,eng,272,8354,366,27.41
10009,Homo Faber,Max Frisch,3.74,156421356,eng,228,11491,241,171.13
10010,Max Frisch  Homo faber,Reinhard Meurer,2,3486099213,ger,109,0,0,96.32
10013,Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,3.75,3804417833,ger,104,3,0,136.02
10017,Homo faber,Max Frisch,3.74,3518010875,ger,202,29,1,251.31
10023,Homo faber: Ein Bericht.,Max Frisch,3.74,3458340440,ger,298,36,5,199.91
10029,The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,3.88,1400076323,eng,512,180,7,48.97
10031,The Wall,Jean-Paul Sartre,4.08,184391400X,eng,183,14024,265,151.41
10033,Being and Nothingness,Jean-Paul Sartre-Hazel E. Barnes-Mary Warnock-Richard Eyre,3.95,415278481,eng,688,22443,254,38.63
10034,The Age of Reason,Jean-Paul Sartre,3.98,679738959,eng,408,9103,295,184.5
10035,The Transcendence of the Ego: An Existentialist Theory of Consciousness,Jean-Paul Sartre-Forrest Williams-Robert Kirkpatrick,3.82,809015455,eng,120,594,35,152.54
10037,No Exit and Three Other Plays,Jean-Paul Sartre-Stuart Gilbert-Lionel Abel,4.1,679725164,eng,275,23906,579,115.83
10040,Die Entdeckung der Langsamkeit,Sten Nadolny,3.96,3492207006,ger,358,1708,23,103.38
10045,Der Schimmelreiter,Theodor Storm,3.43,3423026189,ger,187,16,0,109.07
10050,Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,4.02,385481969,eng,512,8158,801,52.43
10055,And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Deborah Spungen,4.09,449911411,eng,408,4595,290,245.7
10058,Flags of Our Fathers,James D. Bradley-Ron Powers,4.18,553384155,eng,382,44560,1252,23.38
10061,Flags of Our Fathers: A Young People's Edition,Michael R. French-Ron Powers-James D. Bradley,4.17,440229200,eng,224,235,26,239.64
10065,Wayside School Is Falling Down (Wayside School #2),Louis Sachar-Joel Schick,4.17,380731509,eng,152,52011,763,264.57
10071,All Falling Down,Gene Zion-Margaret Bloy Graham,3.53,437893502,eng,32,87,13,215.29
10073,A Long Way Down,Nick Hornby,3.42,1594481938,eng,368,63741,3888,229.17
10075,Clockwork (Cover to Cover),Philip Pullman,3.86,185549695X,eng,0,25,1,293.57
10079,Mary Queen of Scots,Antonia Fraser,4.04,038531129X,eng,568,11944,280,233.44
10080,Mary Queen of Scots and the Murder of Lord Darnley,Alison Weir,4.03,712664564,eng,640,4827,118,34.43
10081,Mary Queen of Scots and Her Hopeless Husbands,Margaret Simpson-Philip Reeve,3.68,043999926X,eng,208,126,15,138.21
10083,On the Trail of Mary  Queen of Scots,J. Keith Cheetham,3.27,946487502,eng,192,11,1,138.51
10084,River of Blue Fire (Otherland  #2),Tad Williams,4.01,886778441,eng,675,12996,225,55.82
10089,Mary  Queen of Scots: Queen Without a Country,Kathryn Lasky,3.82,439194040,eng,202,4682,145,89.29
10090,Mountain of Black Glass (Otherland  #3),Tad Williams,4.05,886779065,eng,749,12910,158,299.74
10091,Sea of Silver Light (Otherland  #4),Tad Williams,4.13,1841490644,eng,1260,164,4,98.54
10093,River of Blue Fire (Otherland  #2),Tad Williams,4.01,1857237641,eng,796,192,11,270.8
10095,Mary Queen Of Scots: The Fair Devil Of Scotland,Jean Plaidy,3.98,709148984,eng,240,190,11,123.89
10096,Mary  Queen of Scots: Pride  Passion and a Kingdom Lost,Jenny Wormald,3.71,1860645887,eng,224,37,6,274.84
10097,Queen of Scots: The True Life of Mary Stuart,John Guy,3.95,618254110,eng,581,1637,118,168.56
10098,Otherland: The City of Golden Shadow (Otherland  #1),Tad Williams,3.91,886777100,eng,784,388,29,215.94
10104,The Six Wives of Henry VIII,Alison Weir,4.11,802136834,en-US,643,53977,1310,237.54
10105,The Last Wife of Henry VIII,Carolly Erickson,3.88,312352182,en-US,326,10519,366,206.05
10106,The Children of Henry VIII,Alison Weir,4.04,345407865,eng,385,10834,408,131.45
10107,The Last Days of Henry VIII,Robert Hutchinson,4.14,60837330,eng,368,1460,23,117.84
10108,The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,4.25,312194390,eng,939,23573,790,172.44
10109,Henry VIII: The King and His Court,Alison Weir,4.17,034543708X,eng,642,10137,225,70.49
10112,Henry VIII (Shakespeare  Pelican),William Shakespeare-Stephen Orgel,3.55,140714758,eng,126,85,12,264.57
10114,Helen of Troy,Margaret George,3.92,670037788,eng,611,8104,671,43.82
10115,The Memoirs of Cleopatra,Margaret George,4.18,330353829,eng,1139,15260,878,253.67
10118,Saint George and the Dragon,Margaret Hodges-Trina Schart Hyman,4.17,316367958,eng,32,6689,381,291.24
10126,Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,3.9,312337078,eng,261,3493,397,137.72
10128,The Namesake,Jhumpa Lahiri,3.98,6551807,eng,291,1532,202,271.33
10134,Wie ich eines schönen Morgens im April das 100%ige Mädchen sah,Haruki Murakami-Nora Bierich,3.83,3499222507,ger,218,40,1,177.81
10143,Gefährliche Geliebte,Haruki Murakami,3.87,3442727952,ger,218,942,48,162.71
10144,Hard-boiled Wonderland und das Ende der Welt,Haruki Murakami,4.15,3518396978,ger,542,61,3,57.81
10147,The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle-Kyle Freeman,4.49,1593080344,eng,709,26465,264,261.81
10148,The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle-Kyle Freeman,4.47,1593080409,eng,709,825,56,264.63
10150,The Lost World & Other Stories,Arthur Conan Doyle-Cedric Watts,4.03,1853262455,eng,480,1321,53,172.12
10156,The Last of Her Kind,Sigrid Nunez,3.68,312425945,eng,391,1336,237,55.08
10165,Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Helen Fisher,3.95,449908976,en-US,432,499,36,105.88
10170,The Devil's in the Details (A Camilla MacPhee Mystery  #4),Mary Jane Maffini,4.01,189491712X,eng,320,62,12,205.73
10172,Wigfield: The Can-Do Town That Just May Not,Amy Sedaris-Stephen Colbert-Paul Dinello,3.58,1565117727,eng,5,80,19,58.95
10173,The Santaland Diaries and Season's Greetings,David Sedaris-Joe Mantello,4.18,822216310,eng,54,547,32,132.2
10174,Jenny and the Jaws of Life: Short Stories,Jincy Willett-David Sedaris,3.74,312306180,en-US,272,1285,180,135.55
10176,Dress Your Family in Corduroy and Denim,David Sedaris,4.1,965904830,eng,272,211616,4988,133.44
10179,Naked,David Sedaris,4.09,140550028X,eng,3,144,34,183.31
10200,Venac sonetnih venaca; Puževa srma,Dobrica Erić,0,8644101277,srp,222,0,0,66.53
10215,The Far Pavilions,M.M. Kaye,4.21,517333414,eng,0,19,5,201.3
10216,The Far Pavilions,M.M. Kaye,4.21,055312997X,en-US,1191,177,38,104.03
10217,Death in Kashmir,M.M. Kaye,3.95,312263104,eng,256,1435,93,290.55
10219,The Sun in the Morning: My Early Years in India and England,M.M. Kaye,4.21,312049994,en-US,454,230,35,226.94
10220,Death in the Andamans (Death In...  #6),M.M. Kaye,3.93,312252811,eng,272,813,50,96.34
10221,Death in Berlin,M.M. Kaye,3.89,312263082,eng,272,839,57,51
10222,The Far Pavilions,M.M. Kaye,4.21,031215125X,en-US,958,36300,992,259.18
10224,Enchanted Evening,M.M. Kaye,4.38,312265816,eng,368,97,11,145.48
10231,Pabellones lejanos,M.M. Kaye,4.21,8401302943,spa,1152,14,4,70.77
10232,Pathologies of Power: Health  Human Rights and the New War on the Poor,Paul Farmer-Amartya Sen,4.25,520243269,eng,438,3802,210,176.4
10233,Infections and Inequalities: The Modern Plagues,Paul Farmer,4.08,520229134,eng,424,2474,77,185.76
10235,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,4.22,812973011,eng,333,59877,4253,96.35
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,3.97,1570625190,eng,366,13688,376,254.71
10260,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard Feynman-Jeffrey Robbins-Freeman Dyson,4.25,465023959,eng,270,8014,421,285.49
10261,The Art of Richard P. Feynman,Michelle Feynman,4.31,2884490477,en-US,174,13,2,83.52
10263,The Early History of God: Yahweh and the Other Deities in Ancient Israel,Mark S. Smith-Patrick D. Miller,4.06,080283972X,eng,243,217,25,74.09
10269,Haiti  History  and the Gods,Joan Dayan-Colin Dayan,3.95,520213688,eng,362,37,1,56.84
10270,Acts of God: The Unnatural History of Natural Disaster in America,Ted Steinberg,3.74,195309685,eng,309,99,8,246.34
10285,The World's Religions,Huston Smith,4.07,62508113,eng,416,8383,292,230.37
10288,The Complete Idiot's Guide to World Religions,Yusuf Toropov-Luke Buckles,3.66,1592572227,eng,405,159,16,227.24
10289,Introduction to World Religions,Christopher Partridge,3.68,800637143,eng,495,42,4,162.4
10303,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,Jim Powell,4.01,140005477X,eng,352,453,42,82.66
10305,Folly (Folly Island  #1),Laurie R. King,4.02,7111347,eng,523,2811,298,122.35
10308,Folly and Glory (The Berrybender Narratives  #4),Larry McMurtry,3.86,743262727,en-US,358,1291,84,211.92
10310,The Argumentative Indian: Writings on Indian History  Culture and Identity,Amartya Sen,3.8,031242602X,eng,432,6278,320,194.59
10311,Argumentative Indian: Writings On Indian History Culture And Identity,Amartya Sen,3.8,713996870,eng,391,29,7,171.67
10324,Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,Karen Rizzo,3.66,1584795425,eng,160,47,12,194.12
